FocusSector,Industry Group,Country,Exchange,Ticker,Company Name,Market,Turnover_USD,Above200DMA,Ret252,profit_margin,roe,revenue_growth,verified,yf,unverified_reason,expansion_signal
Medical Devices,Healthcare Products,Israel,TASE,IDNT,Identi Healthcare Ltd (TASE:IDNT),,,,,-0.54139,-0.73092,0.206,NOT-PROFITABLE,IDNT.TA,,True
Medical Devices,Healthcare Products,Israel,TASE,IMED,Imed Infinity Medical-Limited Partnership (TASE:IMED),,,,,-0.84956,-0.02495,,NOT-PROFITABLE,IMED.TA,,False
Medical Devices,Healthcare Products,Israel,NasdaqGS,INMD,InMode Ltd. (NasdaqGS:INMD),,,,,0.20691,0.12328,-0.0,PROFITABLE,INMD,,False
Medical Devices,Healthcare Products,Israel,NasdaqCM,IINN,Inspira Technologies Oxy B.H.N. Ltd. (NasdaqCM:IINN),,,,,,,,UNVERIFIED,IINN,yfinance_data_gap,False
Medical Devices,Healthcare Products,Israel,NasdaqCM,LFWD,Lifeward Ltd. (NasdaqCM:LFWD),,,,,-1.23658,-2.091,-0.221,NOT-PROFITABLE,LFWD,,False
Medical Devices,Healthcare Products,Israel,TASE,MRHL,Merchavia Holdings and Investments Ltd (TASE:MRHL),,,,,0.0,-0.52404,,NOT-PROFITABLE,MRHL.TA,,False
Medical Devices,Healthcare Products,Israel,TASE,NISA,Nissan Medical Industries Ltd (TASE:NISA),,,,,0.0059399996,0.02543,-0.075,PROFITABLE,NISA.TA,,False
Medical Devices,Healthcare Products,Israel,NasdaqCM,ODYS,Odysight.ai Inc. (NasdaqCM:ODYS),,,,,0.0,-0.63066,-0.96,NOT-PROFITABLE,ODYS,,False
Medical Devices,Healthcare Products,Israel,TASE,PULS,Pulsenmore Ltd. (TASE:PULS),,,,,,,,UNVERIFIED,PULS.TA,yfinance_data_gap,False
Medical Devices,Healthcare Products,Israel,TASE,SLCL,Silver Castle Holdings Ltd (TASE:SLCL),,,,,,,,UNVERIFIED,SLCL.TA,yfinance_data_gap,False
Medical Devices,Healthcare Products,Israel,SEHK,1696,Sisram Medical Ltd (SEHK:1696),,,,,0.05205,0.05059,0.108,PROFITABLE,1696.HK,,True
Medical Devices,Healthcare Products,Israel,TASE,SOFW,SofWave Medical Ltd. (TASE:SOFW),,,,,0.08485,0.27425,0.427,PROFITABLE,SOFW.TA,,True
Medical Devices,Healthcare Products,Israel,TSXV,VVTM,VVT Med Inc. (TSXV:VVTM),,,,,0.0,,-0.182,UNVERIFIED,VVTM.V,yfinance_data_gap,False
Medical Devices,Healthcare Products,Italy,BIT,DIA,DiaSorin S.p.A. (BIT:DIA),,,,,0.11939,0.091630004,0.027,PROFITABLE,DIA.MI,,False
Medical Devices,Healthcare Products,Italy,BIT,ELN,EL.En. S.p.A. (BIT:ELN),,,,,0.0791,0.12991,0.248,PROFITABLE,ELN.MI,,True
Medical Devices,Healthcare Products,Italy,BIT,GVS,GVS S.p.A. (BIT:GVS),,,,,0.0962,0.09277,0.015,PROFITABLE,GVS.MI,,False
Medical Devices,Healthcare Products,Italy,BIT,IMD,I.M.D. International Medical Devices S.p.A. (BIT:IMD),,,,,0.040510003,0.060370002,-0.109,PROFITABLE,IMD.MI,,False
Medical Devices,Healthcare Products,Italy,BIT,SVS,Svas Biosana S.p.A. (BIT:SVS),,,,,0.04783,0.103819996,0.104,PROFITABLE,SVS.MI,,True
Medical Devices,Healthcare Products,Italy,BIT,IVN,iVision Tech S.p.A. (BIT:IVN),,,,,0.0014,0.00343,-0.09,PROFITABLE,IVN.MI,,False
Medical Devices,Healthcare Products,Japan,TSE,9340,"ASO International, Inc. (TSE:9340)",JP,,,,0.12434,0.16780001,0.132,PROFITABLE,9340.T,,True
Medical Devices,Healthcare Products,Japan,TSE,7747,"Asahi Intecc Co., Ltd. (TSE:7747)",JP,,,,0.22428,0.19239001,0.223,PROFITABLE,7747.T,,True
Medical Devices,Healthcare Products,Japan,TSE,7779,CYBERDYNE Inc. (TSE:7779),JP,,,,0.03978,0.0037099998,-0.216,PROFITABLE,7779.T,,False
Medical Devices,Healthcare Products,Japan,TSE,7792,"Colan Totte.Co.,Ltd. (TSE:7792)",JP,,,,0.16871999,0.26700002,0.368,PROFITABLE,7792.T,,True
Medical Devices,Healthcare Products,Japan,TSE,5187,"Create Medic Co., Ltd. (TSE:5187)",JP,,,,0.040110003,0.03529,0.067,PROFITABLE,5187.T,,False
Medical Devices,Healthcare Products,Japan,TSE,7775,"Daiken Medical Co., Ltd. (TSE:7775)",JP,,,,0.08537,0.116809994,-0.023,PROFITABLE,7775.T,,False
Medical Devices,Healthcare Products,Japan,TSE,4549,"Eiken Chemical Co., Ltd. (TSE:4549)",JP,,,,0.083739996,0.08336,0.052,PROFITABLE,4549.T,,False
Medical Devices,Healthcare Products,Japan,TSE,6960,"Fukuda Denshi Co., Ltd. (TSE:6960)",JP,,,,0.1357,0.10468,0.02,PROFITABLE,6960.T,,False
Medical Devices,Healthcare Products,Japan,TSE,7741,HOYA Corporation (TSE:7741),JP,,,,0.27176002,0.2653,0.162,PROFITABLE,7741.T,,True
Medical Devices,Healthcare Products,Japan,TSE,3593,"Hogy Medical Co.,Ltd. (TSE:3593)",JP,,,,,,,UNVERIFIED,3593.T,yfinance_data_gap,False
Medical Devices,Healthcare Products,Japan,TSE,7634,"Hoshi Iryo-Sanki Co., Ltd. (TSE:7634)",JP,,,,0.08941,0.07096,0.01,PROFITABLE,7634.T,,False
Medical Devices,Healthcare Products,Japan,TSE,7702,"JMS Co.,Ltd. (TSE:7702)",JP,,,,-0.01074,-0.01787,-0.027,NOT-PROFITABLE,7702.T,,False
Medical Devices,Healthcare Products,Japan,TSE,3446,JTEC Corporation (TSE:3446),JP,,,,-0.041220002,-0.01513,-0.097,NOT-PROFITABLE,3446.T,,False
Medical Devices,Healthcare Products,Japan,TSE,7575,"Japan Lifeline Co., Ltd. (TSE:7575)",JP,,,,0.15472999,0.15239,0.088,PROFITABLE,7575.T,,False
Medical Devices,Healthcare Products,Japan,TSE,4556,"KAINOS Laboratories, Inc. (TSE:4556)",JP,,,,0.01865,0.03111,0.015,PROFITABLE,4556.T,,False
Medical Devices,Healthcare Products,Japan,TSE,368A,Kitazato Corporation (TSE:368A),JP,,,,0.36054,0.22333999,0.24,PROFITABLE,368A.T,,True
Medical Devices,Healthcare Products,Japan,TSE,7963,Koken Ltd. (TSE:7963),JP,,,,0.06958,0.06242,0.094,PROFITABLE,7963.T,,False
Medical Devices,Healthcare Products,Japan,TSE,7807,"Kowa Co.,Ltd. (TSE:7807)",JP,,,,0.07854,0.15469,0.02,PROFITABLE,7807.T,,False
Medical Devices,Healthcare Products,Japan,TSE,7730,"Mani, Inc. (TSE:7730)",JP,,,,0.20431,0.10975,0.11,PROFITABLE,7730.T,,True
Medical Devices,Healthcare Products,Japan,TSE,7749,"Medikit Co.,Ltd. (TSE:7749)",JP,,,,0.12933,0.06861,0.081,PROFITABLE,7749.T,,False
Medical Devices,Healthcare Products,Japan,TSE,7780,"Menicon Co., Ltd. (TSE:7780)",JP,,,,0.056020003,0.07904,0.07,PROFITABLE,7780.T,,False
Medical Devices,Healthcare Products,Japan,TSE,4595,"Mizuho Medy Co.,Ltd. (TSE:4595)",JP,,,,0.30031002,0.18396999,-0.166,PROFITABLE,4595.T,,False
Medical Devices,Healthcare Products,Japan,TSE,7447,"Nagaileben Co., Ltd. (TSE:7447)",JP,,,,0.0,0.06368,-0.021,NOT-PROFITABLE,7447.T,,False
Medical Devices,Healthcare Products,Japan,TSE,7716,Nakanishi Inc. (TSE:7716),JP,,,,0.02506,0.01869,0.199,PROFITABLE,7716.T,,True
Medical Devices,Healthcare Products,Japan,TSE,6849,Nihon Kohden Corporation (TSE:6849),JP,,,,0.058579996,0.07677,-0.052,PROFITABLE,6849.T,,False
Medical Devices,Healthcare Products,Japan,TSE,8086,Nipro Corporation (TSE:8086),JP,,,,0.02104,0.051939998,0.052,PROFITABLE,8086.T,,False
Medical Devices,Healthcare Products,Japan,TSE,7733,Olympus Corporation (TSE:7733),JP,,,,0.074939996,0.105749995,0.164,PROFITABLE,7733.T,,True
Medical Devices,Healthcare Products,Japan,TSE,6523,PHC Holdings Corporation (TSE:6523),JP,,,,0.02471,0.05878,0.081,PROFITABLE,6523.T,,False
Medical Devices,Healthcare Products,Japan,TSE,7817,"Paramount Bed Holdings Co., Ltd. (TSE:7817)",JP,,,,,,,UNVERIFIED,7817.T,yfinance_data_gap,False
Medical Devices,Healthcare Products,Japan,TSE,7813,"Platz Co., Ltd. (TSE:7813)",JP,,,,0.02833,0.07251,-0.043,PROFITABLE,7813.T,,False
Medical Devices,Healthcare Products,Japan,TSE,6823,"Rion Co., Ltd. (TSE:6823)",JP,,,,0.11951,0.10281,0.039,PROFITABLE,6823.T,,False
Medical Devices,Healthcare Products,Japan,TSE,7743,"SEED Co.,Ltd. (TSE:7743)",JP,,,,0.03344,0.059660003,0.047,PROFITABLE,7743.T,,False
Medical Devices,Healthcare Products,Japan,TSE,7979,Shofu Inc. (TSE:7979),JP,,,,0.1497,0.13174,0.135,PROFITABLE,7979.T,,True
Medical Devices,Healthcare Products,Japan,TSE,7782,"Sincere Co., LTD. (TSE:7782)",JP,,,,0.031159999,0.091129996,0.24,PROFITABLE,7782.T,,True
Medical Devices,Healthcare Products,Japan,TSE,6869,Sysmex Corporation (TSE:6869),JP,,,,0.075430006,0.08335,0.236,PROFITABLE,6869.T,,True
Medical Devices,Healthcare Products,Japan,TSE,197A,"TAUNS Laboratories,Inc. (TSE:197A)",JP,,,,0.18090001,0.12439,-0.576,PROFITABLE,197A.T,,False
Medical Devices,Healthcare Products,Japan,TSE,4574,"Taiko Pharmaceutical Co.,Ltd. (TSE:4574)",JP,,,,0.18605,0.20142001,0.159,PROFITABLE,4574.T,,True
Medical Devices,Healthcare Products,Japan,TSE,6678,"Techno Medica Co., Ltd. (TSE:6678)",JP,,,,0.103760004,0.08769,0.253,PROFITABLE,6678.T,,True
Medical Devices,Healthcare Products,Japan,TSE,4543,Terumo Corporation (TSE:4543),JP,,,,0.13897,0.10854,0.199,PROFITABLE,4543.T,,True
Medical Devices,Healthcare Products,Malaysia,KLSE,ADVENTA,Adventa Berhad (KLSE:ADVENTA),,,,,,,,UNVERIFIED,ADVENTA.KL,yfinance_data_gap,False
Medical Devices,Healthcare Products,Malaysia,KLSE,CAREPLS,Careplus Group Berhad (KLSE:CAREPLS),,,,,,,,UNVERIFIED,CAREPLS.KL,yfinance_data_gap,False
Medical Devices,Healthcare Products,Malaysia,KLSE,COMFORT,Comfort Gloves Berhad (KLSE:COMFORT),,,,,,,,UNVERIFIED,COMFORT.KL,yfinance_data_gap,False
Medical Devices,Healthcare Products,Malaysia,KLSE,HARTA,Hartalega Holdings Berhad (KLSE:HARTA),,,,,,,,UNVERIFIED,HARTA.KL,yfinance_data_gap,False
Medical Devices,Healthcare Products,Malaysia,KLSE,KOSSAN,Kossan Rubber Industries Bhd (KLSE:KOSSAN),,,,,,,,UNVERIFIED,KOSSAN.KL,yfinance_data_gap,False
Medical Devices,Healthcare Products,Malaysia,KLSE,LKL,LKL International Berhad (KLSE:LKL),,,,,,,,UNVERIFIED,LKL.KL,yfinance_data_gap,False
Medical Devices,Healthcare Products,Malaysia,KLSE,ONEGLOVE,One Glove Group Berhad (KLSE:ONEGLOVE),,,,,,,,UNVERIFIED,ONEGLOVE.KL,yfinance_data_gap,False
Medical Devices,Healthcare Products,Malaysia,KLSE,SUPERMX,Supermax Corporation Berhad (KLSE:SUPERMX),,,,,,,,UNVERIFIED,SUPERMX.KL,yfinance_data_gap,False
Medical Devices,Healthcare Products,Malaysia,KLSE,TOPGLOV,Top Glove Corporation Bhd. (KLSE:TOPGLOV),,,,,,,,UNVERIFIED,TOPGLOV.KL,yfinance_data_gap,False
Medical Devices,Healthcare Products,Netherlands,ENXTAM,PHIA,Koninklijke Philips N.V. (ENXTAM:PHIA),,,,,0.06306,0.10154,0.005,PROFITABLE,PHIA.AS,,False
Medical Devices,Healthcare Products,Netherlands,ENXTBR,ONWD,Onward Medical N.V. (ENXTBR:ONWD),,,,,0.0,-0.80849,1.762,NOT-PROFITABLE,ONWD.BR,,True
Medical Devices,Healthcare Products,New Zealand,NZSE,FPH,Fisher & Paykel Healthcare Corporation Limited (NZSE:FPH),,,,,0.20295,0.23391001,0.14,PROFITABLE,FPH.NZ,,True
Medical Devices,Healthcare Products,New Zealand,NZSE,TRU,TruScreen Group Limited (NZSE:TRU),,,,,-0.79776,-1.25367,1.205,NOT-PROFITABLE,TRU.NZ,,True
Medical Devices,Healthcare Products,Norway,OB,GENT,Gentian Diagnostics ASA (OB:GENT),,,,,-0.04616,-0.04423,0.142,NOT-PROFITABLE,GENT.OL,,True
Medical Devices,Healthcare Products,Norway,OB,LIFE,Lifecare ASA (OB:LIFE),,,,,0.0,-3.32547,194.0,NOT-PROFITABLE,LIFE.OL,,True
Medical Devices,Healthcare Products,Norway,OB,MEDI,Medistim ASA (OB:MEDI),,,,,0.21681,0.32077,0.111,PROFITABLE,MEDI.OL,,True
Medical Devices,Healthcare Products,Norway,OB,OBSRV,Observe Medical ASA (OB:OBSRV),,,,,-2.5856698,-1.90387,0.426,NOT-PROFITABLE,OBSRV.OL,,True
Medical Devices,Healthcare Products,Poland,WSE,AME,Advanced Medical Equipment Spolka Akcyjna (WSE:AME),,,,,,,,UNVERIFIED,AME.WA,yfinance_data_gap,False
Medical Devices,Healthcare Products,Poland,WSE,AWM,Airway Medix S.A. (WSE:AWM),,,,,14.37079,,,UNVERIFIED,AWM.WA,yfinance_data_gap,False
Medical Devices,Healthcare Products,Poland,WSE,BMX,BioMaxima S.A. (WSE:BMX),,,,,-0.00261,-0.0032600001,-0.076,NOT-PROFITABLE,BMX.WA,,False
Medical Devices,Healthcare Products,Poland,WSE,BSN,BrainScan Sp. z o. o. (WSE:BSN),,,,,,,,UNVERIFIED,BSN.WA,yfinance_data_gap,False
Medical Devices,Healthcare Products,Poland,WSE,CMI,CM International S.A. (WSE:CMI),,,,,,,,UNVERIFIED,CMI.WA,yfinance_data_gap,False
Medical Devices,Healthcare Products,Poland,WSE,GMZ,Grupa Modne Zakupy S.A. (WSE:GMZ),,,,,,,,UNVERIFIED,GMZ.WA,yfinance_data_gap,False
Medical Devices,Healthcare Products,Poland,WSE,INM,InventionMed S.A. (WSE:INM),,,,,,,,UNVERIFIED,INM.WA,yfinance_data_gap,False
Medical Devices,Healthcare Products,Poland,WSE,MDG,Medicalgorithmics S.A. (WSE:MDG),,,,,-0.27963,-0.14195,0.512,NOT-PROFITABLE,MDG.WA,,True
Medical Devices,Healthcare Products,Poland,WSE,ICE,Medinice S.A. (WSE:ICE),,,,,0.0,-0.08202,,NOT-PROFITABLE,ICE.WA,,False
Medical Devices,Healthcare Products,Poland,WSE,MRC,Mercator Medical S.A. (WSE:MRC),,,,,0.02149,0.01311,-0.014,PROFITABLE,MRC.WA,,False
Medical Devices,Healthcare Products,Poland,WSE,MTN,Milton Essex Spólka Akcyjna (WSE:MTN),,,,,,,,UNVERIFIED,MTN.WA,yfinance_data_gap,False
Medical Devices,Healthcare Products,Poland,WSE,NST,Nestmedic S.A. (WSE:NST),,,,,,,,UNVERIFIED,NST.WA,yfinance_data_gap,False
Medical Devices,Healthcare Products,Poland,WSE,CRM,PZ Cormay S.A. (WSE:CRM),,,,,-0.072670005,-0.14838,0.021,NOT-PROFITABLE,CRM.WA,,False
Medical Devices,Healthcare Products,Poland,WSE,SDS,SDS Optic Spolka Akcyjna (WSE:SDS),,,,,,,,UNVERIFIED,SDS.WA,yfinance_data_gap,False
Medical Devices,Healthcare Products,Poland,WSE,SCP,Scope Fluidics S.A. (WSE:SCP),,,,,0.0,-0.34355,0.174,NOT-PROFITABLE,SCP.WA,,True
Medical Devices,Healthcare Products,Qatar,DSM,QGMD,Qatari German Company for Medical Devices (Q.P.S.C.) (DSM:QGMD),,,,,,,,UNVERIFIED,,exchange_not_on_yfinance:DSM,False
Medical Devices,Healthcare Products,Romania,BVB,DENT,Dr. Fischer Dental S.A. (BVB:DENT),,,,,0.0,,,UNVERIFIED,DENT.RO,yfinance_data_gap,False
Medical Devices,Healthcare Products,Romania,BVB,IORB,S.C. IOR S.A. (BVB:IORB),,,,,0.04296,0.01174,0.485,PROFITABLE,IORB.RO,,True
Medical Devices,Healthcare Products,Saudi Arabia,SASE,9587,Lana Medical Company (SASE:9587),SA,,,,0.02921,0.04275,-0.116,PROFITABLE,9587.SR,,False
Medical Devices,Healthcare Products,Singapore,Catalist,584,AJJ Medtech Holdings Limited (Catalist:584),SG,,,,-1.20206,,-0.508,UNVERIFIED,584.SI,yfinance_data_gap,False
Medical Devices,Healthcare Products,Singapore,OTCPK,ALRT.F,ALR Technologies SG Ltd. (OTCPK:ALRT.F),SG,,,,,,,UNVERIFIED,ALRT.F,yfinance_data_gap,False
Medical Devices,Healthcare Products,Singapore,NasdaqCM,CUPR,Cuprina Holdings (Cayman) Limited (NasdaqCM:CUPR),SG,,,,0.0,-15.690551,2.674,NOT-PROFITABLE,CUPR,,True
Medical Devices,Healthcare Products,Singapore,Catalist,8YY,Embracing Future Holdings Limited (Catalist:8YY),SG,,,,-0.75308996,-2.44451,1.454,NOT-PROFITABLE,8YY.SI,,True
Medical Devices,Healthcare Products,Singapore,SEHK,8513,MaxWin International Holdings Limited (SEHK:8513),SG,,,,-0.03293,-0.33673,1.062,NOT-PROFITABLE,8513.HK,,True
Medical Devices,Healthcare Products,Singapore,ASX,OSX,Osteopore Limited (ASX:OSX),SG,,,,-1.2176,,0.165,UNVERIFIED,OSX.AX,yfinance_data_gap,True
Medical Devices,Healthcare Products,Singapore,Catalist,V8Y,Quantum Healthcare Limited (Catalist:V8Y),SG,,,,-0.20492001,,0.008,UNVERIFIED,V8Y.SI,yfinance_data_gap,False
Medical Devices,Healthcare Products,Singapore,SGX,AP4,Riverstone Holdings Limited (SGX:AP4),SG,,,,0.20106001,,-0.151,UNVERIFIED,AP4.SI,yfinance_data_gap,False
Medical Devices,Healthcare Products,Singapore,Catalist,8K7,UG Healthcare Corporation Limited (Catalist:8K7),SG,,,,-0.02947,-0.02503,0.028,NOT-PROFITABLE,8K7.SI,,False
Medical Devices,Healthcare Products,Singapore,SGX,ULG,UltraGreen.ai Limited (SGX:ULG),SG,,,,0.54824,0.35935003,,PROFITABLE,ULG.SI,,False
Medical Devices,Healthcare Products,Singapore,SGX,569,Vicplas International Ltd (SGX:569),SG,,,,-0.0471,-0.0842,0.131,NOT-PROFITABLE,569.SI,,True
Medical Devices,Healthcare Products,South Korea,XKON,A447690,"AIOBIO Co., Ltd. (XKON:A447690)",KR,,,,,,,UNVERIFIED,447690.KQ,yfinance_data_gap,False
Medical Devices,Healthcare Products,South Korea,XKON,A495900,"AMCG Co., Ltd. (XKON:A495900)",KR,,,,,,,UNVERIFIED,495900.KQ,yfinance_data_gap,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A455900,"ANGEL ROBOTICS Co., Ltd. (KOSDAQ:A455900)",KR,,,,-2.40647,-0.28603,-0.527,NOT-PROFITABLE,455900.KQ,,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A246720,ASTA Corporation (KOSDAQ:A246720),KR,,,,-0.84944,-0.49675,-0.646,NOT-PROFITABLE,246720.KQ,,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A450950,"ASTERASYS Co.,Ltd (KOSDAQ:A450950)",KR,,,,0.19954,0.19288999,0.117,PROFITABLE,450950.KQ,,True
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A043100,"Alpha AI Co.,Ltd. (KOSDAQ:A043100)",KR,,,,,,,UNVERIFIED,043100.KQ,yfinance_data_gap,False
Medical Devices,Healthcare Products,South Korea,XKON,A390110,Anymedi Inc. (XKON:A390110),KR,,,,,,,UNVERIFIED,390110.KQ,yfinance_data_gap,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A099430,"Bio Plus Co., Ltd (KOSDAQ:A099430)",KR,,,,0.14822,0.106429994,0.154,PROFITABLE,099430.KQ,,True
Medical Devices,Healthcare Products,South Korea,XKON,A199290,Bio Protech Inc. (XKON:A199290),KR,,,,,,,UNVERIFIED,199290.KQ,yfinance_data_gap,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A314930,"Biodyne Co., Ltd. (KOSDAQ:A314930)",KR,,,,0.20663,0.03296,-0.054,PROFITABLE,314930.KQ,,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A419540,"Bistos Co., Ltd. (KOSDAQ:A419540)",KR,,,,,,,UNVERIFIED,419540.KQ,yfinance_data_gap,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A206640,Boditech Med Inc. (KOSDAQ:A206640),KR,,,,0.15672,0.10840999,0.096,PROFITABLE,206640.KQ,,False
Medical Devices,Healthcare Products,South Korea,XKON,A402420,CALTH. Inc (XKON:A402420),KR,,,,,,,UNVERIFIED,402420.KQ,yfinance_data_gap,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A056090,"CG MedTech Co.,Ltd. (KOSDAQ:A056090)",KR,,,,0.13611001,0.07251,0.109,PROFITABLE,056090.KQ,,True
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A214150,CLASSYS Inc. (KOSDAQ:A214150),KR,,,,0.39130002,0.27188,0.13,PROFITABLE,214150.KQ,,True
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A115480,"CU Medical Systems, Inc. (KOSDAQ:A115480)",KR,,,,,,,UNVERIFIED,115480.KQ,yfinance_data_gap,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A049180,"Cellumed Co.,Ltd. (KOSDAQ:A049180)",KR,,,,-0.0197,-0.13769001,-0.403,NOT-PROFITABLE,049180.KQ,,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A104540,"Corentec Co., Ltd. (KOSDAQ:A104540)",KR,,,,0.04524,0.041739997,0.086,PROFITABLE,104540.KQ,,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A494120,"Curiosis, Inc. (KOSDAQ:A494120)",KR,,,,-0.93319,-0.50348,0.729,NOT-PROFITABLE,494120.KQ,,True
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A261200,"DENTIS CO.,Ltd (KOSDAQ:A261200)",KR,,,,-0.06725,-0.17392999,-0.07,NOT-PROFITABLE,261200.KQ,,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A039840,DIO Corporation (KOSDAQ:A039840),KR,,,,0.048049998,0.04147,0.154,PROFITABLE,039840.KQ,,True
Medical Devices,Healthcare Products,South Korea,XKON,A227420,DOBU Inc. (XKON:A227420),KR,,,,,,,UNVERIFIED,227420.KQ,yfinance_data_gap,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A263690,DRGEM Corporation (KOSDAQ:A263690),KR,,,,0.09003,0.10649,0.171,PROFITABLE,263690.KQ,,True
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A214680,DRTECH Corporation (KOSDAQ:A214680),KR,,,,-0.16713,-0.2738,0.255,NOT-PROFITABLE,214680.KQ,,True
Medical Devices,Healthcare Products,South Korea,KOSE,A145720,"Dentium CO., LTD (KOSE:A145720)",KR,,,,0.06156,0.03601,-0.071,PROFITABLE,145720.KS,,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A240550,"Dongbang Medical Co., Ltd (KOSDAQ:A240550)",KR,,,,0.118769996,0.108839996,0.139,PROFITABLE,240550.KQ,,True
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A176750,"DuChemBIO Co.,Ltd. (KOSDAQ:A176750)",KR,,,,0.17516,0.14915,0.147,PROFITABLE,176750.KQ,,True
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A387570,"Finemedix Co., Ltd. (KOSDAQ:A387570)",KR,,,,-0.18108,-0.093439996,0.175,NOT-PROFITABLE,387570.KQ,,True
Medical Devices,Healthcare Products,South Korea,,,"GTG Wellness CO.,LTD",KR,,,,,,,UNVERIFIED,,unmapped_exchange:nan,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A229000,Gencurix Inc. (KOSDAQ:A229000),KR,,,,0.0,-1.16643,0.5,NOT-PROFITABLE,229000.KQ,,True
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A122310,"Genoray Co., Ltd. (KOSDAQ:A122310)",KR,,,,0.0020299999,0.0012899999,0.009,PROFITABLE,122310.KQ,,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A142280,Green Cross Medical Science Corporation (KOSDAQ:A142280),KR,,,,0.0424,0.09874,-0.111,PROFITABLE,142280.KQ,,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A450330,HASS Corp. (KOSDAQ:A450330),KR,,,,0.08494,0.03252,-0.005,PROFITABLE,450330.KQ,,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A028300,"HLB Co., Ltd. (KOSDAQ:A028300)",KR,,,,-2.2804499,-0.3815,0.058,NOT-PROFITABLE,028300.KQ,,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A205470,Humasis Co. Ltd. (KOSDAQ:A205470),KR,,,,-0.3173,-0.06514,0.448,NOT-PROFITABLE,205470.KQ,,True
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A065510,"Huvitz Co., Ltd. (KOSDAQ:A065510)",KR,,,,-0.03213,-0.03233,-0.007,NOT-PROFITABLE,065510.KQ,,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A460470,"IVIM Technology, Inc (KOSDAQ:A460470)",KR,,,,-0.87264,-0.13347,-0.489,NOT-PROFITABLE,460470.KQ,,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A041830,"InBody Co.,Ltd (KOSDAQ:A041830)",KR,,,,,,,UNVERIFIED,041830.KQ,yfinance_data_gap,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A119610,Interojo Inc. (KOSDAQ:A119610),KR,,,,0.13085,0.102790006,0.328,PROFITABLE,119610.KQ,,True
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A0010V0,"JPI Healthcare Co.,Ltd. (KOSDAQ:A0010V0)",KR,,,,,,,UNVERIFIED,A0010V0.KQ,yfinance_data_gap,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A083550,KM Corporation (KOSDAQ:A083550),KR,,,,,,,UNVERIFIED,083550.KQ,yfinance_data_gap,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A156100,L&K Biomed Ltd. (KOSDAQ:A156100),KR,,,,-0.18629,-0.18254,0.068,NOT-PROFITABLE,156100.KQ,,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A462510,"LAMEDITECH Co., Ltd. (KOSDAQ:A462510)",KR,,,,-1.8934,-1.0243801,-0.576,NOT-PROFITABLE,462510.KQ,,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A199550,"Laseroptek Co., Ltd. (KOSDAQ:A199550)",KR,,,,-0.34328997,-0.36199,0.208,NOT-PROFITABLE,199550.KQ,,True
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A491000,Livsmed Inc (KOSDAQ:A491000),KR,,,,-0.43418998,-0.20951,0.055,NOT-PROFITABLE,491000.KQ,,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A179290,"M.I.TECH Co.,Ltd (KOSDAQ:A179290)",KR,,,,0.29048002,0.16420999,-0.03,PROFITABLE,179290.KQ,,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A041920,"MEDIANA Co.,Ltd (KOSDAQ:A041920)",KR,,,,,,,UNVERIFIED,041920.KQ,yfinance_data_gap,False
