FocusSector,Industry Group,Country,Exchange,Ticker,Company Name,Market,Turnover_USD,Above200DMA,Ret252,profit_margin,roe,revenue_growth,verified,yf,unverified_reason,expansion_signal
Medical Devices,Healthcare Products,China,SZSE,300061,"QITIAN Technology Group Co., Ltd. (SZSE:300061)",CN,,,,-0.17965999,-0.1415,0.062,NOT-PROFITABLE,300061.SZ,,False
Medical Devices,Healthcare Products,China,SHSE,688139,"Qingdao Haier Biomedical Co.,Ltd (SHSE:688139)",CN,,,,0.095970005,0.046529997,-0.054,PROFITABLE,688139.SS,,False
Medical Devices,Healthcare Products,China,SHSE,688677,"Qingdao NovelBeam Technology Co.,Ltd. (SHSE:688677)",CN,,,,0.27175,0.12195,0.188,PROFITABLE,688677.SS,,True
Medical Devices,Healthcare Products,China,SEHK,2297,Rainmed Medical Limited (SEHK:2297),CN,,,,0.0,-0.20681,-0.323,NOT-PROFITABLE,2297.HK,,False
Medical Devices,Healthcare Products,China,SHSE,688410,"SWS Hemodialysis Care Co., Ltd. (SHSE:688410)",CN,,,,0.1928,0.09106,0.213,PROFITABLE,688410.SS,,True
Medical Devices,Healthcare Products,China,SHSE,688289,Sansure Biotech Inc. (SHSE:688289),CN,,,,0.09788,0.015700001,-0.08,PROFITABLE,688289.SS,,False
Medical Devices,Healthcare Products,China,SHSE,600529,Shandong Pharmaceutical Glass Co.Ltd (SHSE:600529),CN,,,,0.14755,0.08035,0.041,PROFITABLE,600529.SS,,False
Medical Devices,Healthcare Products,China,SHSE,603014,"Shandong Weigao Blood Purification Products Co., Ltd. (SHSE:603014)",CN,,,,0.12927,0.07533,0.009,PROFITABLE,603014.SS,,False
Medical Devices,Healthcare Products,China,SEHK,1066,Shandong Weigao Group Medical Polymer Company Limited (SEHK:1066),CN,,,,0.12041,0.06688,0.045,PROFITABLE,1066.HK,,False
Medical Devices,Healthcare Products,China,SHSE,688161,"Shandong Weigao Orthopaedic Device Co., Ltd (SHSE:688161)",CN,,,,0.17076,0.06418,0.021,PROFITABLE,688161.SS,,False
Medical Devices,Healthcare Products,China,SHSE,688212,"Shanghai Aohua Photoelectricity Endoscope Co., Ltd. (SHSE:688212)",CN,,,,0.02007,0.011820001,0.111,PROFITABLE,688212.SS,,True
Medical Devices,Healthcare Products,China,SEHK,2185,"Shanghai Bio-heart Biological Technology Co., Ltd. (SEHK:2185)",CN,,,,-1.55909,-0.10588,,NOT-PROFITABLE,2185.HK,,False
Medical Devices,Healthcare Products,China,SEHK,2276,"Shanghai Conant Optical Co., Ltd. (SEHK:2276)",CN,,,,0.25514,0.25768,0.016,PROFITABLE,2276.HK,,False
Medical Devices,Healthcare Products,China,SHSE,605186,"Shanghai General Healthy Information and Technology Co., Ltd. (SHSE:605186)",CN,,,,0.089329995,0.02163,-0.014,PROFITABLE,605186.SS,,False
Medical Devices,Healthcare Products,China,SEHK,6609,Shanghai HeartCare Medical Technology Corporation Limited (SEHK:6609),CN,,,,0.20411,0.07595,0.491,PROFITABLE,6609.HK,,True
Medical Devices,Healthcare Products,China,SEHK,1501,"Shanghai INT Medical Instruments Co., Ltd. (SEHK:1501)",CN,,,,0.20534,0.1201,0.315,PROFITABLE,1501.HK,,True
Medical Devices,Healthcare Products,China,SHSE,603987,"Shanghai Kindly Enterprise Development Group Co.,LTD. (SHSE:603987)",CN,,,,0.102189995,0.083000004,-0.021,PROFITABLE,603987.SS,,False
Medical Devices,Healthcare Products,China,SZSE,300326,"Shanghai Kinetic Medical Co., Ltd (SZSE:300326)",CN,,,,0.20618,0.05864,-0.354,PROFITABLE,300326.SZ,,False
Medical Devices,Healthcare Products,China,SHSE,688351,"Shanghai MicroPort EP MedTech Co., Ltd. (SHSE:688351)",CN,,,,0.12809,0.0349,0.21,PROFITABLE,688351.SS,,True
Medical Devices,Healthcare Products,China,SHSE,688016,"Shanghai MicroPort Endovascular MedTech Co., Ltd. (SHSE:688016)",CN,,,,0.42381,0.14261,0.115,PROFITABLE,688016.SS,,True
Medical Devices,Healthcare Products,China,SEHK,2252,"Shanghai MicroPort MedBot (Group) Co., Ltd. (SEHK:2252)",CN,,,,-0.45305002,-0.77285004,1.376,NOT-PROFITABLE,2252.HK,,True
Medical Devices,Healthcare Products,China,SHSE,688193,"Shanghai Rendu Biotechnology Co., Ltd. (SHSE:688193)",CN,,,,0.08487,0.01513,0.034,PROFITABLE,688193.SS,,False
Medical Devices,Healthcare Products,China,SHSE,688085,"Shanghai Sanyou Medical Co., Ltd (SHSE:688085)",CN,,,,0.10426,0.017380001,0.061,PROFITABLE,688085.SS,,False
Medical Devices,Healthcare Products,China,SHSE,688271,"Shanghai United Imaging Healthcare Co., Ltd. (SHSE:688271)",CN,,,,0.13339,0.08861,0.173,PROFITABLE,688271.SS,,True
Medical Devices,Healthcare Products,China,SHSE,688317,"Shanghai ZJ Bio-Tech Co., Ltd (SHSE:688317)",CN,,,,-0.37078,-0.01281,-0.209,NOT-PROFITABLE,688317.SS,,False
Medical Devices,Healthcare Products,China,SZSE,301602,"Shantou Institute of Ultrasonic Instrument Co., Ltd. (SZSE:301602)",CN,,,,0.31792998,0.08916,-0.326,PROFITABLE,301602.SZ,,False
Medical Devices,Healthcare Products,China,SZSE,300942,"Shenzhen Bioeasy Biotechnology Co., Ltd. (SZSE:300942)",CN,,,,0.025150001,0.01044,0.168,PROFITABLE,300942.SZ,,True
Medical Devices,Healthcare Products,China,SHSE,688389,"Shenzhen Lifotronic Technology Co., Ltd. (SHSE:688389)",CN,,,,0.15055001,0.07446,0.209,PROFITABLE,688389.SS,,True
Medical Devices,Healthcare Products,China,SZSE,300760,"Shenzhen Mindray Bio-Medical Electronics Co., Ltd. (SZSE:300760)",CN,,,,0.23466,0.18518,0.014,PROFITABLE,300760.SZ,,False
Medical Devices,Healthcare Products,China,SZSE,300832,"Shenzhen New Industries Biomedical Engineering Co., Ltd. (SZSE:300832)",CN,,,,0.3547,0.17573999,0.003,PROFITABLE,300832.SZ,,False
Medical Devices,Healthcare Products,China,SHSE,688575,"Shenzhen YHLO Biotech Co., Ltd. (SHSE:688575)",CN,,,,0.01739,0.02783,-0.048,PROFITABLE,688575.SS,,False
Medical Devices,Healthcare Products,China,SHSE,600587,"Shinva Medical Instrument Co.,Ltd. (SHSE:600587)",CN,,,,0.0506,0.06043,-0.023,PROFITABLE,600587.SS,,False
Medical Devices,Healthcare Products,China,SZSE,301515,"Sichuan Gangtong Medical Equipment Group Co., Ltd (SZSE:301515)",CN,,,,-0.00654,-0.00667,1.079,NOT-PROFITABLE,301515.SZ,,True
Medical Devices,Healthcare Products,China,SHSE,688108,Sino Medical Sciences Technology Inc. (SHSE:688108),CN,,,,0.12189,0.07308,0.386,PROFITABLE,688108.SS,,True
Medical Devices,Healthcare Products,China,SZSE,300298,Sinocare Inc. (SZSE:300298),CN,,,,0.02703,0.01863,0.062,PROFITABLE,300298.SZ,,False
Medical Devices,Healthcare Products,China,SZSE,300633,SonoScape Medical Corp. (SZSE:300633),CN,,,,0.07526,0.0556,0.118,PROFITABLE,300633.SZ,,True
Medical Devices,Healthcare Products,China,SEHK,2170,Suzhou Basecare Medical Corporation Limited (SEHK:2170),CN,,,,-0.95792,-0.21521999,-0.243,NOT-PROFITABLE,2170.HK,,False
Medical Devices,Healthcare Products,China,SHSE,688329,"Suzhou Iron Technology CO.,LTD (SHSE:688329)",CN,,,,0.02251,0.01273,-0.26,PROFITABLE,688329.SS,,False
Medical Devices,Healthcare Products,China,SZSE,300642,Tellgen Corporation (SZSE:300642),CN,,,,-0.00658,-0.00411,0.103,NOT-PROFITABLE,300642.SZ,,True
Medical Devices,Healthcare Products,China,OTCPK,TANA.F,Tian'an Technology Group Ltd. (OTCPK:TANA.F),CN,,,,,,,UNVERIFIED,TANA.F,yfinance_data_gap,False
Medical Devices,Healthcare Products,China,SHSE,688277,"Tinavi Medical Technologies Co.,Ltd. (SHSE:688277)",CN,,,,-0.79130995,-0.18505,-0.1,NOT-PROFITABLE,688277.SS,,False
Medical Devices,Healthcare Products,China,SZSE,300171,"Tofflon Science and Technology Group Co., Ltd. (SZSE:300171)",CN,,,,0.039920002,0.026819998,-0.025,PROFITABLE,300171.SZ,,False
Medical Devices,Healthcare Products,China,SHSE,688013,"Touchstone International Medical Science Co., Ltd. (SHSE:688013)",CN,,,,0.25806,0.14228,-0.154,PROFITABLE,688013.SS,,False
Medical Devices,Healthcare Products,China,SZSE,300358,Truking Technology Limited (SZSE:300358),CN,,,,0.05718,0.06567,0.024,PROFITABLE,300358.SZ,,False
Medical Devices,Healthcare Products,China,SEHK,2500,Venus Medtech (Hangzhou) Inc. (SEHK:2500),CN,,,,-1.32892,-0.20518999,-0.502,NOT-PROFITABLE,2500.HK,,False
Medical Devices,Healthcare Products,China,NasdaqCM,WOK,WORK Medical Technology Group LTD (NasdaqCM:WOK),CN,,,,-0.108909994,-0.06451,-0.144,NOT-PROFITABLE,WOK,,False
Medical Devices,Healthcare Products,China,SHSE,603309,"Well Lead Medical Co., Ltd. (SHSE:603309)",CN,,,,0.0346,0.03717,0.037,PROFITABLE,603309.SS,,False
Medical Devices,Healthcare Products,China,SZSE,300888,"Winner Medical Co., Ltd. (SZSE:300888)",CN,,,,0.06993,0.06668,0.028,PROFITABLE,300888.SZ,,False
Medical Devices,Healthcare Products,China,SZSE,002932,"Wuhan Easy Diagnosis Biomedicine Co.,Ltd. (SZSE:002932)",CN,,,,-0.049569998,-0.01198,0.01,NOT-PROFITABLE,002932.SZ,,False
Medical Devices,Healthcare Products,China,SZSE,301235,"Wuhan Huakang Century Clean Technology Co., Ltd. (SZSE:301235)",CN,,,,0.053969998,0.070939995,0.373,PROFITABLE,301235.SZ,,True
Medical Devices,Healthcare Products,China,SHSE,688626,"Xiangyu Medical Co.,Ltd (SHSE:688626)",CN,,,,0.10394,0.037720002,0.038,PROFITABLE,688626.SS,,False
Medical Devices,Healthcare Products,China,SEHK,2393,Yestar Healthcare Holdings Company Limited (SEHK:2393),CN,,,,-0.05035,-0.15104,-0.395,NOT-PROFITABLE,2393.HK,,False
Medical Devices,Healthcare Products,China,SZSE,300412,Zhejiang Canaan Technology Limited (SZSE:300412),CN,,,,0.022739999,0.02335,-0.473,PROFITABLE,300412.SZ,,False
Medical Devices,Healthcare Products,China,SHSE,605369,"Zhejiang Gongdong Medical Technology Co., Ltd. (SHSE:605369)",CN,,,,0.04836,0.03215,0.091,PROFITABLE,605369.SS,,False
Medical Devices,Healthcare Products,China,SHSE,603301,"Zhende Medical Co., Ltd. (SHSE:603301)",CN,,,,0.06086,0.045489997,0.009,PROFITABLE,603301.SS,,False
Medical Devices,Healthcare Products,China,SZSE,300981,"Zhonghong Pulin Medical Products Co., Ltd. (SZSE:300981)",CN,,,,-0.05387,-0.023629999,-0.043,NOT-PROFITABLE,300981.SZ,,False
Medical Devices,Healthcare Products,China,SEHK,2190,"Zylox-Tonbridge Medical Technology Co., Ltd. (SEHK:2190)",CN,,,,0.23109,0.077199996,0.382,PROFITABLE,2190.HK,,True
Medical Devices,Healthcare Products,China,SHSE,688301,iRay Group (SHSE:688301),CN,,,,0.27924,0.1158,0.425,PROFITABLE,688301.SS,,True
Medical Devices,Healthcare Products,Costa Rica,NasdaqCM,ESTA,Establishment Labs Holdings Inc. (NasdaqCM:ESTA),,,,,-0.15821,-1.75303,0.317,NOT-PROFITABLE,ESTA,,True
Medical Devices,Healthcare Products,Denmark,OM,2CUREX,2cureX AB (publ) (OM:2CUREX),DK,,,,,,,UNVERIFIED,2CUREX.CO,yfinance_data_gap,False
Medical Devices,Healthcare Products,Denmark,CPSE,AMBU B,Ambu A/S (CPSE:AMBU B),DK,,,,0.078150004,0.0794,0.012,PROFITABLE,AMBU-B.CO,,False
Medical Devices,Healthcare Products,Denmark,CPSE,COLO B,Coloplast A/S (CPSE:COLO B),DK,,,,0.07509,0.14141,0.022,PROFITABLE,COLO-B.CO,,False
Medical Devices,Healthcare Products,Denmark,CPSE,DEMANT,Demant A/S (CPSE:DEMANT),DK,,,,0.06726,0.24199,0.034,PROFITABLE,DEMANT.CO,,False
Medical Devices,Healthcare Products,Denmark,CPSE,VIRO,ViroGates A/S (CPSE:VIRO),DK,,,,-1.13537,-0.82442003,0.084,NOT-PROFITABLE,VIRO.CO,,False
Medical Devices,Healthcare Products,Finland,HLSE,BIOBV,Biohit Oyj (HLSE:BIOBV),FI,,,,0.19452,0.2142,0.054,PROFITABLE,BIOBV.HE,,False
Medical Devices,Healthcare Products,Finland,HLSE,BRETEC,Bioretec Oy (HLSE:BRETEC),FI,,,,0.0,,,UNVERIFIED,BRETEC.HE,yfinance_data_gap,False
Medical Devices,Healthcare Products,Finland,HLSE,MODU,Modulight Oyj (HLSE:MODU),FI,,,,-0.3783,-0.08638,-0.031,NOT-PROFITABLE,MODU.HE,,False
Medical Devices,Healthcare Products,Finland,HLSE,NXTMH,Nexstim Plc (HLSE:NXTMH),FI,,,,0.04618,0.14545,0.125,PROFITABLE,NXTMH.HE,,True
Medical Devices,Healthcare Products,Finland,HLSE,OPTOMED,Optomed Oyj (HLSE:OPTOMED),FI,,,,-0.37502,-0.27264,-0.167,NOT-PROFITABLE,OPTOMED.HE,,False
Medical Devices,Healthcare Products,Finland,HLSE,REG1V,Revenio Group Oyj (HLSE:REG1V),FI,,,,0.14149,0.13704,0.046,PROFITABLE,REG1V.HE,,False
Medical Devices,Healthcare Products,France,ENXTPA,AFME,Affluent Medical SA (ENXTPA:AFME),,,,,,,,UNVERIFIED,AFME.PA,yfinance_data_gap,False
Medical Devices,Healthcare Products,France,ENXTPA,ALBIO,Biosynex SA (ENXTPA:ALBIO),,,,,-0.61164004,-0.95942,-0.058,NOT-PROFITABLE,ALBIO.PA,,False
Medical Devices,Healthcare Products,France,ENXTPA,ALBLU,Bluelinea Société Anonyme (ENXTPA:ALBLU),,,,,-0.13548,-0.70605004,-0.089,NOT-PROFITABLE,ALBLU.PA,,False
Medical Devices,Healthcare Products,France,ENXTPA,ALCJ,Crossject Société Anonyme (ENXTPA:ALCJ),,,,,0.0,,-0.594,UNVERIFIED,ALCJ.PA,yfinance_data_gap,False
Medical Devices,Healthcare Products,France,ENXTPA,ALDMS,Diagnostic Medical Systems S.A. (ENXTPA:ALDMS),,,,,-0.00316,0.0027599998,0.137,NOT-PROFITABLE,ALDMS.PA,,True
Medical Devices,Healthcare Products,France,ENXTPA,EL,EssilorLuxottica Société anonyme (ENXTPA:EL),,,,,0.085159995,0.06723,0.057,PROFITABLE,EL.PA,,False
Medical Devices,Healthcare Products,France,ENXTPA,GBT,Guerbet SA (ENXTPA:GBT),,,,,-0.13564,-0.34575,-0.052,NOT-PROFITABLE,GBT.PA,,False
Medical Devices,Healthcare Products,France,ENXTPA,ALIKO,Ikonisys S.A. (ENXTPA:ALIKO),,,,,-2.5625901,,0.232,UNVERIFIED,ALIKO.PA,yfinance_data_gap,True
Medical Devices,Healthcare Products,France,ENXTPA,ALIMP,Implanet S.A. (ENXTPA:ALIMP),,,,,-0.35129002,-7.74889,0.26,NOT-PROFITABLE,ALIMP.PA,,True
Medical Devices,Healthcare Products,France,ENXTPA,ALKLH,Klea Holding SA (ENXTPA:ALKLH),,,,,0.102910005,0.08229999,0.139,PROFITABLE,ALKLH.PA,,True
Medical Devices,Healthcare Products,France,ENXTPA,ALEMG,Laboratoires Euromedis Société anonyme (ENXTPA:ALEMG),,,,,-0.00321,-0.00801,0.136,NOT-PROFITABLE,ALEMG.PA,,True
Medical Devices,Healthcare Products,France,ENXTPA,ALMKT,Mauna Kea Technologies SA (ENXTPA:ALMKT),,,,,1.20909,,0.177,UNVERIFIED,ALMKT.PA,yfinance_data_gap,True
Medical Devices,Healthcare Products,France,ENXTPA,ALSMA,S.M.A.I.O S.A. (ENXTPA:ALSMA),,,,,-0.24326,-0.34669,0.267,NOT-PROFITABLE,ALSMA.PA,,True
Medical Devices,Healthcare Products,France,ENXTPA,ALSAF,Safe Orthopaedics SA (ENXTPA:ALSAF),,,,,-0.87136,,,UNVERIFIED,ALSAF.PA,yfinance_data_gap,False
Medical Devices,Healthcare Products,France,ENXTPA,ALSGD,SpineGuard SA (ENXTPA:ALSGD),,,,,-0.55028,-0.44099998,-0.257,NOT-PROFITABLE,ALSGD.PA,,False
Medical Devices,Healthcare Products,France,ENXTPA,ALSPW,Spineway SA (ENXTPA:ALSPW),,,,,-0.18226999,,-0.001,UNVERIFIED,ALSPW.PA,yfinance_data_gap,False
Medical Devices,Healthcare Products,France,ENXTPA,ALTHE,Theraclion SA (ENXTPA:ALTHE),,,,,0.0,,,UNVERIFIED,ALTHE.PA,yfinance_data_gap,False
Medical Devices,Healthcare Products,France,ENXTPA,BIM,bioMérieux S.A. (ENXTPA:BIM),,,,,0.11592,0.1122,-0.039,PROFITABLE,BIM.PA,,False
Medical Devices,Healthcare Products,Germany,XTRA,AFX,Carl Zeiss Meditec AG (XTRA:AFX),DE,,,,0.055710003,,0.024,UNVERIFIED,AFX.DE,yfinance_data_gap,False
Medical Devices,Healthcare Products,Germany,XTRA,EUZ,Eckert & Ziegler SE (XTRA:EUZ),DE,,,,0.15612,0.19839,0.07,PROFITABLE,EUZ.DE,,False
Medical Devices,Healthcare Products,Germany,XTRA,GME,Geratherm Medical AG (XTRA:GME),DE,,,,-0.05331,-0.041139998,0.177,NOT-PROFITABLE,GME.DE,,True
Medical Devices,Healthcare Products,Germany,BST,MF6,MagForce AG (BST:MF6),DE,,,,,,,UNVERIFIED,MF6.DE,yfinance_data_gap,False
Medical Devices,Healthcare Products,Germany,XTRA,NN6,NanoRepro AG (XTRA:NN6),DE,,,,-0.45832002,-0.053489998,-0.303,NOT-PROFITABLE,NN6.DE,,False
Medical Devices,Healthcare Products,Germany,XTRA,OBCK,Ottobock SE & Co. KGaA (XTRA:OBCK),DE,,,,0.05422,0.27175,0.034,PROFITABLE,OBCK.DE,,False
Medical Devices,Healthcare Products,Germany,DB,PHH2,Paul Hartmann AG (DB:PHH2),DE,,,,,,,UNVERIFIED,PHH2.DE,yfinance_data_gap,False
Medical Devices,Healthcare Products,Germany,XTRA,PTP,Pentixapharm Holding AG (XTRA:PTP),DE,,,,0.0,-0.43268,-0.912,NOT-PROFITABLE,PTP.DE,,False
Medical Devices,Healthcare Products,Germany,XTRA,SHL,Siemens Healthineers AG (XTRA:SHL),DE,,,,0.09552,0.121470004,0.018,PROFITABLE,SHL.DE,,False
Medical Devices,Healthcare Products,Germany,XTRA,SBS,Stratec SE (XTRA:SBS),DE,,,,-0.013940001,-0.0141900005,-0.115,NOT-PROFITABLE,SBS.DE,,False
Medical Devices,Healthcare Products,Germany,XTRA,AAQ1,aap Implantate AG (XTRA:AAQ1),DE,,,,-0.20188999,-0.26988,0.11,NOT-PROFITABLE,AAQ1.DE,,True
Medical Devices,Healthcare Products,Germany,XTRA,E8X,elexxion AG (XTRA:E8X),DE,,,,,,,UNVERIFIED,E8X.DE,yfinance_data_gap,False
Medical Devices,Healthcare Products,Greece,ATSE,MEDIC,Medicon Hellas S.A. (ATSE:MEDIC),,,,,0.09649,0.09227,-0.06,PROFITABLE,MEDIC.AT,,False
Medical Devices,Healthcare Products,Hong Kong,SEHK,630,AMCO United Holding Limited (SEHK:630),HK,,,,0.86484003,0.65918,1.611,PROFITABLE,0630.HK,,True
Medical Devices,Healthcare Products,Hong Kong,SEHK,1120,Arts Optical International Holdings Limited (SEHK:1120),HK,,,,0.015520001,0.05213,0.093,PROFITABLE,1120.HK,,False
Medical Devices,Healthcare Products,Hong Kong,SEHK,8622,Huakang Biomedical Holdings Company Limited (SEHK:8622),HK,,,,-0.177,-0.0953,0.187,NOT-PROFITABLE,8622.HK,,True
Medical Devices,Healthcare Products,Hong Kong,SEHK,876,Kaisa Health Group Holdings Limited (SEHK:876),HK,,,,-0.33554,-0.113570005,-0.282,NOT-PROFITABLE,0876.HK,,False
Medical Devices,Healthcare Products,Hong Kong,SEHK,1134,Kelfred Holdings Limited (SEHK:1134),HK,,,,-0.03022,-0.09948,0.006,NOT-PROFITABLE,1134.HK,,False
Medical Devices,Healthcare Products,Hong Kong,SEHK,3600,Modern Dental Group Limited (SEHK:3600),HK,,,,0.15977,0.19971001,0.144,PROFITABLE,3600.HK,,True
Medical Devices,Healthcare Products,Hong Kong,SEHK,6929,OrbusNeich Medical Group Holdings Limited (SEHK:6929),HK,,,,0.23219,0.103970006,0.138,PROFITABLE,6929.HK,,True
Medical Devices,Healthcare Products,Hong Kong,SEHK,1612,Vincent Medical Holdings Limited (SEHK:1612),HK,,,,0.111899994,0.17246,0.15,PROFITABLE,1612.HK,,True
Medical Devices,Healthcare Products,Iceland,CPSE,EMBLA,Embla Medical hf. (CPSE:EMBLA),,,,,0.09543,0.10707,0.113,PROFITABLE,EMBLA.CO,,True
Medical Devices,Healthcare Products,India,BSE,543309,Adeshwar Meditex Limited (BSE:543309),IN,,,,,,,UNVERIFIED,543309.BO,yfinance_data_gap,False
Medical Devices,Healthcare Products,India,BSE,544169,Amkay Products Limited (BSE:544169),IN,,,,,,,UNVERIFIED,544169.BO,yfinance_data_gap,False
Medical Devices,Healthcare Products,India,BSE,531380,Centenial Surgical Suture Ltd. (BSE:531380),IN,,,,,,,UNVERIFIED,531380.BO,yfinance_data_gap,False
Medical Devices,Healthcare Products,India,BSE,530427,Choksi Asia Limited (BSE:530427),IN,,,,,,,UNVERIFIED,530427.BO,yfinance_data_gap,False
Medical Devices,Healthcare Products,India,BSE,544549,Earkart Limited (BSE:544549),IN,,,,,,,UNVERIFIED,544549.BO,yfinance_data_gap,False
Medical Devices,Healthcare Products,India,BSE,524743,Fischer Medical Ventures Limited (BSE:524743),IN,,,,,,,UNVERIFIED,524743.BO,yfinance_data_gap,False
Medical Devices,Healthcare Products,India,BSE,533212,GKB Ophthalmics Limited (BSE:533212),IN,,,,,,,UNVERIFIED,533212.BO,yfinance_data_gap,False
Medical Devices,Healthcare Products,India,NSEI,GSMFOILS,GSM Foils Limited (NSEI:GSMFOILS),IN,,,,,,,UNVERIFIED,GSMFOILS.NS,yfinance_data_gap,False
Medical Devices,Healthcare Products,India,NSEI,GML,Galaxy Medicare Limited (NSEI:GML),IN,,,,,,,UNVERIFIED,GML.NS,yfinance_data_gap,False
Medical Devices,Healthcare Products,India,NSEI,LAXMIDENTL,Laxmi Dental Limited (NSEI:LAXMIDENTL),IN,313013.0,False,-44.44389444240265,0.10742,,0.174,UNVERIFIED,LAXMIDENTL.NS,yfinance_data_gap,True
Medical Devices,Healthcare Products,India,BSE,538401,Maestros Electronics & Telecommunications Systems Limited (BSE:538401),IN,,,,,,,UNVERIFIED,538401.BO,yfinance_data_gap,False
Medical Devices,Healthcare Products,India,NSEI,MHHL,Mohini Health & Hygiene Limited (NSEI:MHHL),IN,,,,,,,UNVERIFIED,MHHL.NS,yfinance_data_gap,False
Medical Devices,Healthcare Products,India,NSEI,NURECA,Nureca Limited (NSEI:NURECA),IN,22972.0,False,,0.02832,,0.18,UNVERIFIED,NURECA.NS,yfinance_data_gap,True
Medical Devices,Healthcare Products,India,BSE,531768,Poly Medicure Limited (BSE:531768),IN,,,,,,,UNVERIFIED,531768.BO,yfinance_data_gap,False
Medical Devices,Healthcare Products,India,BSE,543363,Prevest Denpro Limited (BSE:543363),IN,,,,,,,UNVERIFIED,543363.BO,yfinance_data_gap,False
Medical Devices,Healthcare Products,India,NasdaqCM,SSII,"SS Innovations International, Inc. (NasdaqCM:SSII)",IN,,,,-0.20692,-0.21096,1.168,NOT-PROFITABLE,SSII,,True
Medical Devices,Healthcare Products,India,BSE,527005,Shree Pacetronix Limited (BSE:527005),IN,,,,,,,UNVERIFIED,527005.BO,yfinance_data_gap,False
Medical Devices,Healthcare Products,India,BSE,530057,Vivanza Biosciences Limited (BSE:530057),IN,,,,,,,UNVERIFIED,530057.BO,yfinance_data_gap,False
Medical Devices,Healthcare Products,India,NSEI,YASHOPTICS,Yash Optics & Lens Limited (NSEI:YASHOPTICS),IN,,,,,,,UNVERIFIED,YASHOPTICS.NS,yfinance_data_gap,False
Medical Devices,Healthcare Products,Indonesia,IDX,HALO,PT Haloni Jane Tbk (IDX:HALO),,,,,0.07785,0.0799,0.076,PROFITABLE,HALO.JK,,False
Medical Devices,Healthcare Products,Indonesia,IDX,MEDS,PT Hetzer Medical Indonesia Tbk (IDX:MEDS),,,,,-0.27684,-0.08199,4.055,NOT-PROFITABLE,MEDS.JK,,True
Medical Devices,Healthcare Products,Indonesia,IDX,OMED,PT Jayamas Medica Industri Tbk (IDX:OMED),,,,,0.18772,0.16099001,0.215,PROFITABLE,OMED.JK,,True
Medical Devices,Healthcare Products,Indonesia,IDX,SURI,PT Maja Agung Latexindo Tbk (IDX:SURI),,,,,0.00595,0.0027200002,0.148,PROFITABLE,SURI.JK,,True
Medical Devices,Healthcare Products,Ireland,NYSE,MDT,Medtronic plc (NYSE:MDT),,,,,0.13203,0.098409995,0.099,PROFITABLE,MDT,,False
Medical Devices,Healthcare Products,Israel,TASE,ABOU,Abou Family Residence Ltd (TASE:ABOU),,,,,0.15006,0.01006,0.158,PROFITABLE,ABOU.TA,,True
Medical Devices,Healthcare Products,Israel,TASE,ALMD,Allmed Solutions Ltd (TASE:ALMD),,,,,0.0,-0.46939,,NOT-PROFITABLE,ALMD.TA,,False
Medical Devices,Healthcare Products,Israel,NasdaqCM,DRTS,Alpha Tau Medical Ltd. (NasdaqCM:DRTS),,,,,0.0,-1.41683,,NOT-PROFITABLE,DRTS,,False
Medical Devices,Healthcare Products,Israel,OTCPK,APYP,"AppYea, Inc. (OTCPK:APYP)",,,,,0.0,-4.32931,,NOT-PROFITABLE,APYP,,False
Medical Devices,Healthcare Products,Israel,TASE,BIOV,Bio-View Ltd (TASE:BIOV),,,,,-0.76929003,-0.94755995,0.238,NOT-PROFITABLE,BIOV.TA,,True
Medical Devices,Healthcare Products,Israel,TASE,BWAY,BrainsWay Ltd. (TASE:BWAY),,,,,0.15578,0.12552,0.346,PROFITABLE,BWAY.TA,,True
Medical Devices,Healthcare Products,Israel,NasdaqCM,MBAI,Check-Cap Ltd. (NasdaqCM:MBAI),,,,,0.0,4.16709,,NOT-PROFITABLE,MBAI,,False
Medical Devices,Healthcare Products,Israel,CNSX,DTR,DiagnosTear Technologies Inc. (CNSX:DTR),,,,,0.0,,,UNVERIFIED,DTR.CN,yfinance_data_gap,False
Medical Devices,Healthcare Products,Israel,TASE,EMITF,Elbit Imaging Ltd. (TASE:EMITF),,,,,,,,UNVERIFIED,EMITF.TA,yfinance_data_gap,False
Medical Devices,Healthcare Products,Israel,TASE,EMTC-M,Elbit Medical Technologies Ltd (TASE:EMTC-M),,,,,,,,UNVERIFIED,EMTC-M.TA,yfinance_data_gap,False
Medical Devices,Healthcare Products,Israel,TASE,EPIT,Epitomee Medical Ltd (TASE:EPIT),,,,,0.0,-0.28748,,NOT-PROFITABLE,EPIT.TA,,False
Medical Devices,Healthcare Products,Israel,TASE,ERKA,Erika Carmel-Tech Ltd (TASE:ERKA),,,,,-0.15675001,-0.47154,-0.122,NOT-PROFITABLE,ERKA.TA,,False
Medical Devices,Healthcare Products,Israel,TASE,HUMX-M,Human Xtensions Ltd. (TASE:HUMX-M),,,,,0.0,-2.3329,,NOT-PROFITABLE,HUMX-M.TA,,False
Medical Devices,Healthcare Products,Israel,OTCPK,IRME,IR-Med Inc. (OTCPK:IRME),,,,,0.0,,,UNVERIFIED,IRME,yfinance_data_gap,False
Medical Devices,Healthcare Products,Israel,NasdaqCM,ICCM,IceCure Medical Ltd (NasdaqCM:ICCM),,,,,0.0,-2.17235,0.257,NOT-PROFITABLE,ICCM,,True
