FocusSector,Region,Market,Symbol,Name,Industry Group,Country,Close,Turnover_USD,Above200DMA,Ret252,yf,profit_margin,roe,revenue_growth,verified,expansion_signal
Specialty Steel & Metals,India,IN,SAIL,"SailPoint, Inc.",Steel,India,173.49000549316406,89040454.0,True,36.09193671528721,SAIL.NS,0.030439999,0.056560002,0.051,PROFITABLE,True
Specialty Steel & Metals,India,IN,NATIONALUM,NATIONAL ALUMINIUM CO LTD,Metals & Mining,India,339.6000061035156,46091314.0,True,84.57524646148948,NATIONALUM.NS,0.32489,0.2942,-0.048,PROFITABLE,True
Specialty Steel & Metals,India,IN,JINDALSTEL,JINDAL STEEL LIMITED,Steel,India,1060.0999755859375,14126899.0,False,17.913351869157125,JINDALSTEL.NS,0.06327,0.067719996,0.23,PROFITABLE,True
Specialty Steel & Metals,India,IN,AEROFLEX,AEROFLEX INDUSTRIES LTD,Steel,India,471.6000061035156,9574389.0,True,130.6450840162488,AEROFLEX.NS,0.12564999,0.14062999,0.372,PROFITABLE,True
Specialty Steel & Metals,India,IN,JINDALSAW,JINDAL SAW LIMITED,Steel,India,261.489990234375,5988760.0,True,9.17250566550698,JINDALSAW.NS,0.03578,,0.09,UNVERIFIED,True
Specialty Steel & Metals,India,IN,MIDHANI,MISHRA DHATU NIGAM LTD,Steel,India,418.4500122070313,5393041.0,True,-5.605679284959287,MIDHANI.NS,0.10877,0.08922,0.346,PROFITABLE,True
Specialty Steel & Metals,India,IN,SHYAMMETL,SHYAM METALICS AND ENGY L,Steel,India,950.0,5358535.0,True,14.963396631843096,SHYAMMETL.NS,0.057690002,0.08971,0.266,PROFITABLE,True
Specialty Steel & Metals,India,IN,JSL,JINDAL STAINLESS LIMITED,Steel,India,692.6500244140625,4758179.0,False,3.3497481047637168,JSL.NS,0.07434,0.17407,0.112,PROFITABLE,True
Textiles & Apparel,Foreign,US,TPR,"TAPESTRY, INC.",Apparel,United States,146.0,418743212.0,True,,TPR,0.08442,0.60914004,0.212,PROFITABLE,True
Textiles & Apparel,Foreign,US,RL,RALPH LAUREN CORP,Apparel,United States,411.1600036621094,253648183.0,True,,RL,0.11598,0.34664002,0.166,PROFITABLE,True
Textiles & Apparel,Foreign,US,DECK,DECKERS OUTDOOR CORP,Shoe,United States,104.55999755859376,195070084.0,True,,DECK,0.18714,0.40859002,0.096,PROFITABLE,False
Textiles & Apparel,Foreign,US,CROX,"Crocs, Inc.",Shoe,United States,127.76000213623048,152013561.0,True,,CROX,-0.02578,-0.061079998,-0.017,NOT-PROFITABLE,False
Textiles & Apparel,Foreign,US,VFC,V F CORP,Apparel,United States,17.3700008392334,110855041.0,True,,VFC,0.05546,0.22092,0.01,PROFITABLE,False
Textiles & Apparel,Foreign,US,KTB,"Kontoor Brands, Inc.",Apparel,United States,83.29000091552734,56891691.0,True,,KTB,0.08287,0.53224,0.45,PROFITABLE,True
Textiles & Apparel,Foreign,US,LEVI,LEVI STRAUSS & CO,Apparel,United States,24.540000915527344,48172676.0,True,,LEVI,0.09665,0.25403,0.08,PROFITABLE,False
Textiles & Apparel,Foreign,US,SHOO,"STEVEN MADDEN, LTD.",Shoe,United States,43.220001220703125,41817471.0,True,,SHOO,0.02888,0.0858,0.18,PROFITABLE,True
Textiles & Apparel,India,IN,PAGEIND,PAGE INDUSTRIES LTD,Apparel,India,41370.0,8912940.0,True,-7.913188647746239,PAGEIND.NS,0.14558,0.525,0.141,PROFITABLE,True
Textiles & Apparel,India,IN,GOKEX,GOKALDAS EXPORTS LTD.,Apparel,India,873.25,4980288.0,True,0.6512245934823468,GOKEX.NS,0.025109999,0.047220003,0.053,PROFITABLE,True
Textiles & Apparel,India,IN,KPRMILL,KPR MILL LTD.,Apparel,India,1177.300048828125,3970537.0,True,7.398294222650836,KPRMILL.NS,0.13029,0.16197,0.009,PROFITABLE,True
Textiles & Apparel,India,IN,SHANTIGOLD,SHANTI GOLD INTERNATION L,Apparel,India,223.69000244140625,2853792.0,True,,SHANTIGOLD.NS,0.06943,0.37335998,1.216,PROFITABLE,True
Textiles & Apparel,India,IN,PGIL,PEARL GLOBAL IND LIMITED,Apparel,India,2015.5999755859375,1278948.0,True,35.356927582570854,PGIL.NS,0.05526,0.20896,0.069,PROFITABLE,True
Textiles & Apparel,India,IN,SPORTKING,SPORTKING INDIA LIMITED,Apparel,India,174.25999450683594,752093.0,True,62.95117872501934,SPORTKING.NS,0.04797,0.11286,0.013,PROFITABLE,True
Textiles & Apparel,India,IN,NITINSPIN,NITIN SPINNERS LIMITED,Apparel,India,572.0,733239.0,True,54.44849212183398,NITINSPIN.NS,0.05524,0.12764,0.022,PROFITABLE,True
Textiles & Apparel,India,IN,LUXIND,LUX INDUSTRIES LIMITED,Apparel,India,1225.4000244140625,566618.0,True,-13.380924103447157,LUXIND.NS,0.035439998,0.06,0.068,PROFITABLE,False
White Goods & Electricals,Foreign,US,BE,Bloom Energy Corp,Electrical Equipment,United States,252.02000427246097,3378835742.0,True,,BE,0.00246,0.01286,1.304,PROFITABLE,True
White Goods & Electricals,Foreign,US,GEV,GE Vernova Inc.,Electrical Equipment,United States,1045.1700439453125,3236395868.0,True,,GEV,0.23809999,0.75708,0.163,PROFITABLE,True
White Goods & Electricals,Foreign,US,DIA,SPDR DOW JONES INDUSTRIAL AVERAGE ETF TRUST,Electrical Equipment,United States,517.75,2752431167.0,True,,DIA,,,,UNVERIFIED,False
White Goods & Electricals,Foreign,US,VRT,Vertiv Holdings Co,Electrical Equipment,United States,303.95001220703125,1965392564.0,True,,VRT,0.14372,0.45097,0.301,PROFITABLE,True
White Goods & Electricals,Foreign,US,PG,PROCTER & GAMBLE Co,Household Products,United States,149.02000427246094,1310636697.0,True,,PG,0.19162,0.31112,0.074,PROFITABLE,False
White Goods & Electricals,Foreign,US,CL,COLGATE PALMOLIVE CO,Household Products,United States,92.06999969482422,509706691.0,True,,CL,0.10041001,3.6357698,0.084,PROFITABLE,False
White Goods & Electricals,Foreign,US,KMB,KIMBERLY CLARK CORP,Household Products,United States,109.37000274658205,447093742.0,True,,KMB,0.12798999,1.11727,0.027,PROFITABLE,False
White Goods & Electricals,Foreign,US,EMR,EMERSON ELECTRIC CO,Electrical Equipment,United States,143.49000549316406,408213453.0,True,,EMR,0.13354,0.12328,0.029,PROFITABLE,False
White Goods & Electricals,India,IN,POWERINDIA,HITACHI ENERGY INDIA LTD,Electrical Equipment,India,34920.0,59182162.0,True,86.89788053949903,POWERINDIA.NS,0.12124,0.21040002,0.462,PROFITABLE,True
White Goods & Electricals,India,IN,SUZLON,SUZLON ENERGY LIMITED,Electrical Equipment,India,58.900001525878906,47545903.0,True,-6.848012095057932,SUZLON.NS,0.18966,0.40636003,0.449,PROFITABLE,True
White Goods & Electricals,India,IN,CGPOWER,CG POWER AND IND SOL LTD,Electrical Equipment,India,952.1500244140624,34084337.0,True,38.34362868348165,CGPOWER.NS,0.09714,0.19561,0.25,PROFITABLE,True
White Goods & Electricals,India,IN,AMBER,AMBER ENTERPRISES (I) LTD,Furn/Home Furnishings,India,7530.0,27534372.0,True,15.508513575701798,AMBER.NS,0.014579999,0.05583,0.105,PROFITABLE,True
White Goods & Electricals,India,IN,POLYCAB,POLYCAB INDIA LIMITED,Electrical Equipment,India,9961.0,26467034.0,True,66.00283309724189,POLYCAB.NS,0.09184,,0.39,UNVERIFIED,True
White Goods & Electricals,India,IN,RRKABEL,R R KABEL LIMITED,Electrical Equipment,India,2395.199951171875,17352061.0,True,81.78506341476883,RRKABEL.NS,0.050630003,0.20826,0.336,PROFITABLE,True
White Goods & Electricals,India,IN,ENRIN,SIEMENS ENERGY INDIA LTD,Electrical Equipment,India,3683.300048828125,16326591.0,True,,ENRIN.NS,0.14994,,0.274,UNVERIFIED,True
White Goods & Electricals,India,IN,SFL,SFL Corp Ltd.,Furn/Home Furnishings,India,746.9000244140625,15928694.0,True,0.6603806487954778,SFL.NS,0.04177,0.05119,0.236,PROFITABLE,True
